Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-NOVEMBER-2024,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66
MSitAE-NOVEMBER-2024,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10655,1136,3542,0,0,0,4531,0,357,0,0,0,271,264,3890,766,0,2024
MSitAE-NOVEMBER-2024,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1002,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4293,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,3372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5160,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,7022,0,1388,830,0,8,1933,0,0,198,0,0,182,3,2619,0,0,1098
MSitAE-NOVEMBER-2024,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9113,0,0,31,0,0,3569,0,0,0,0,0,470,0,2998,0,0,547
MSitAE-NOVEMBER-2024,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4281,0,0,72,0,44,2006,0,0,0,0,0,171,168,881,0,0,236
MSitAE-NOVEMBER-2024,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3746,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11192,0,0,0,0,0,4397,0,0,0,0,0,659,549,3138,0,0,914
MSitAE-NOVEMBER-2024,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1013,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,7988,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,6119,0,0,1810,0,0,36,0,0,3,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2106,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11925,1148,5849,586,0,1387,6023,20,324,274,0,46,770,11,4470,16,0,1443
MSitAE-NOVEMBER-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10909,0,0,6,0,0,2475,0,0,0,0,0,260,36,1823,0,0,318
MSitAE-NOVEMBER-2024,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13190,0,0,429,0,0,4164,0,0,0,0,0,436,208,1359,0,0,261
MSitAE-NOVEMBER-2024,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12663,1573,5335,0,0,992,5288,81,0,0,0,0,685,32,3685,23,0,2771
MSitAE-NOVEMBER-2024,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,13207,0,4126,0,0,7217,5892,0,0,0,0,0,2087,13,4389,0,0,727
MSitAE-NOVEMBER-2024,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,1925,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RAX,NHS ENGLAND LONDON,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,7341,0,8383,0,0,0,3754,0,362,0,0,0,254,451,2363,0,194,295
MSitAE-NOVEMBER-2024,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4036,0,0,316,0,3806,1602,0,0,94,0,7,196,44,1771,0,0,524
MSitAE-NOVEMBER-2024,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1350,0,0,0,0,0,12,0,0,0,0,0,0,0,2,468
MSitAE-NOVEMBER-2024,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,7118,0,0,0,0,0,62,0,0,0,0,0,0,0,0,14
MSitAE-NOVEMBER-2024,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,7857,0,1079,277,0,69,3311,0,38,115,0,1,712,397,2798,0,78,863
MSitAE-NOVEMBER-2024,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1313,0,0,0,0,0,7,0,0,0,0,0,0,0,33,0
MSitAE-NOVEMBER-2024,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,22593,1372,5366,1319,0,1143,10126,52,564,464,0,32,764,908,8644,30,49,1416
MSitAE-NOVEMBER-2024,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,9426,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7837,0,0,607,0,0,252,0,0,7,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2882,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2902,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,7982,0,0,278,0,0,447,0,0,39,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5647,0,0,203,0,0,222,0,0,2,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13107,0,4597,0,0,0,5292,0,0,0,0,0,752,120,4285,4,0,2534
MSitAE-NOVEMBER-2024,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4191,261,1375,14,0,20,1575,0,0,5,0,0,144,45,1094,0,0,304
MSitAE-NOVEMBER-2024,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16427,2334,0,0,0,0,6438,161,0,0,0,0,1332,530,5439,14,0,1506
MSitAE-NOVEMBER-2024,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
MSitAE-NOVEMBER-2024,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,5764,0,10707,0,0,0,3047,0,665,0,0,0,579,607,2314,0,92,1310
MSitAE-NOVEMBER-2024,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7755,0,595,43,0,0,2998,0,0,0,0,0,464,524,1883,0,0,335
MSitAE-NOVEMBER-2024,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8706,0,340,0,0,0,3167,0,0,0,0,0,434,39,2476,0,0,886
MSitAE-NOVEMBER-2024,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
MSitAE-NOVEMBER-2024,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12780,0,8560,86,0,836,4285,0,389,20,0,5,861,644,5839,0,0,1042
MSitAE-NOVEMBER-2024,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,6074,1077,125,123,0,0,2581,0,0,26,0,0,408,257,1466,0,0,165
MSitAE-NOVEMBER-2024,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10036,0,9057,329,0,0,4244,0,193,0,0,0,1557,0,2021,0,0,233
MSitAE-NOVEMBER-2024,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4604,299,1724,145,0,0,1982,0,0,65,0,0,478,17,1306,0,0,1049
MSitAE-NOVEMBER-2024,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5659,0,0,0,0,0,92,0,0,0,0,0,0,0,2,0,218
MSitAE-NOVEMBER-2024,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,13642,0,0,0,0,0,262,0,0,0,0,0,0,0,0,46
MSitAE-NOVEMBER-2024,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,13334,0,9844,0,0,0,4741,0,628,0,0,0,430,1164,4052,0,73,1791
MSitAE-NOVEMBER-2024,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10500,0,2421,0,0,0,6116,0,250,0,0,0,358,1562,3301,0,189,2053
MSitAE-NOVEMBER-2024,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,12011,0,0,489,0,0,190,0,0,10,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,2194,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9509,891,3183,0,0,0,2531,0,0,0,0,0,731,116,2577,0,57,1442
MSitAE-NOVEMBER-2024,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,30826,0,5416,4,0,2,10484,0,360,0,0,1,2760,66,8908,0,202,1270
MSitAE-NOVEMBER-2024,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5062,0,889,351,0,19,1889,0,1,90,0,0,406,96,1131,0,0,328
MSitAE-NOVEMBER-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13817,2346,13830,0,0,0,6410,339,145,0,0,0,728,709,8036,0,0,377
MSitAE-NOVEMBER-2024,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,13200,0,5254,1,0,0,5194,0,0,0,0,0,464,503,1417,0,0,114
MSitAE-NOVEMBER-2024,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13436,450,7891,794,0,580,7449,0,256,429,0,25,881,1077,5264,0,0,3097
MSitAE-NOVEMBER-2024,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5109,0,2292,0,0,0,2886,0,246,0,0,0,203,700,1686,0,0,1392
MSitAE-NOVEMBER-2024,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15478,0,8859,79,0,1114,6876,0,420,25,0,0,1662,776,3897,0,0,274
MSitAE-NOVEMBER-2024,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12296,860,6320,0,0,0,6019,94,488,0,0,0,104,32,1716,41,139,589
MSitAE-NOVEMBER-2024,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,11574,0,3844,0,0,0,3989,0,15,0,0,0,638,276,3419,0,0,431
MSitAE-NOVEMBER-2024,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8745,0,1654,328,0,34,3829,0,45,94,0,2,740,451,2448,0,0,844
MSitAE-NOVEMBER-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7812,0,1855,0,0,623,4639,0,0,0,0,0,556,117,1756,0,0,218
MSitAE-NOVEMBER-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10468,0,0,0,0,0,3559,0,0,0,0,0,539,329,2769,0,0,509
MSitAE-NOVEMBER-2024,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7812,0,8991,0,0,1655,3855,0,731,0,0,69,345,17,2683,0,125,2335
MSitAE-NOVEMBER-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9073,0,2921,139,0,842,3095,0,74,11,0,55,592,377,3241,0,28,1039
MSitAE-NOVEMBER-2024,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8588,0,7456,0,0,771,3719,0,330,0,0,0,847,21,4208,0,0,565
MSitAE-NOVEMBER-2024,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13411,0,5203,33,0,0,8428,0,72,10,0,0,681,261,2878,0,0,760
MSitAE-NOVEMBER-2024,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,2104,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNJ07,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,6472,0,0,612,0,0,38,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,198,0,0,2094,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,100,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,68,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,479,0,0,2174,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,63,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,2044,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
MSitAE-NOVEMBER-2024,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6270,0,7004,0,0,0,3743,0,222,0,0,0,464,14,1902,0,0,134
MSitAE-NOVEMBER-2024,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16716,0,8434,0,0,1038,6826,0,0,0,0,0,80,36,5026,0,0,2040
MSitAE-NOVEMBER-2024,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5652,212,0,513,0,0,2577,0,0,0,0,0,528,135,1587,0,0,556
MSitAE-NOVEMBER-2024,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,5219,0,518,325,0,35,654,0,0,46,0,0,15,0,1245,0,0,102
MSitAE-NOVEMBER-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6813,0,1200,0,0,0,2912,0,0,0,0,0,294,97,2051,0,0,300
MSitAE-NOVEMBER-2024,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,11428,0,0,0,0,0,77,0,0,0,0,0,0,0,0,1
MSitAE-NOVEMBER-2024,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1231,0,0,125,0,0,113,0,0,0,0,0,0,0,96,0,19
MSitAE-NOVEMBER-2024,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7287,0,1326,0,0,0,3175,0,0,0,0,0,525,339,1604,0,0,450
MSitAE-NOVEMBER-2024,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10816,0,5404,245,0,322,5423,0,121,72,0,9,553,527,2741,0,32,477
MSitAE-NOVEMBER-2024,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12368,0,8991,0,0,0,5926,0,148,0,0,0,620,114,3201,0,0,1790
MSitAE-NOVEMBER-2024,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12029,1176,0,292,0,0,5287,72,0,122,0,0,433,5,3804,9,0,1532
MSitAE-NOVEMBER-2024,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,7489,0,1710,0,0,0,2619,0,60,0,0,0,678,141,1129,0,0,0
MSitAE-NOVEMBER-2024,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8628,0,3185,406,0,371,4077,0,8,0,0,0,419,541,1826,0,0,297
MSitAE-NOVEMBER-2024,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11951,80,1329,0,0,114,5735,0,60,0,0,0,432,128,4314,10,35,1213
MSitAE-NOVEMBER-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9745,559,2487,1405,0,179,4460,11,303,567,0,17,482,825,2161,0,0,940
MSitAE-NOVEMBER-2024,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19742,0,6519,561,0,0,6684,0,218,0,0,0,1324,52,2894,0,0,354
MSitAE-NOVEMBER-2024,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,18099,664,12091,42,0,80,7911,0,267,11,0,0,1826,403,3769,0,0,1179
